Image_Url,Item_Name,Username,Rating_Score,Review_Location,Review_Date
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Sarah Oestreich,5,the United States ,10-Jan-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Rosemary Williams,5,the United States ,10-Dec-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Alfredo J.,4,the United States ,18-Dec-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,ida bagus gede windu suryadinata,1,the United States ,14-Oct-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Bayego,3,the United States ,7-Mar-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,luiskromero,4,the United States ,2-Mar-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,A,2,the United States ,29-Oct-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,claudette jones,5,the United States ,6-Dec-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,ENRIQUE MADAYAG,5,the United States ,31-Jan-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,James Starr,1,the United States ,21-Feb-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,GeeGee,1,the United States ,13-Dec-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,flor bauta,5,the United States ,19-Feb-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Denelle Edwards,4,the United States ,24-Jan-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Damian,5,the United States ,30-Nov-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,isidro reyes mejia,5,the United States ,19-Mar-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,frezar,5,the United States ,28-Nov-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Amazon Customer,1,the United States ,18-Jul-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,BossMom,2,the United States ,12-Jul-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Ana Ruiz,1,the United States ,8-Aug-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,luis m.,4,the United States ,4-Apr-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,godfred b.,5,the United States ,6-Sep-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Amazon Customer,1,the United States ,7-Apr-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Susan Davies,1,the United States ,19-Jan-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Dorina M.,5,the United States ,28-Dec-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Tariq,1,the United States ,18-May-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,joseph brook,5,the United States ,25-Mar-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Shirley P.,5,the United States ,23-Mar-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Yohannes,5,the United States ,12-Nov-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Kevin Rosado,1,the United States ,1-Apr-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Dustin trammel,1,the United States ,14-Dec-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Charis,1,the United States ,20-Jun-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,tahiru ali,5,the United States ,2-Apr-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Amazon Customer,5,the United States ,27-Mar-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Kdub,1,the United States ,27-Mar-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Camile Samuels,4,the United States ,11-Dec-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Iris,5,the United States ,18-Nov-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Bashiru Seidu,5,the United States ,22-Mar-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Amazon Customer,5,the United States ,18-Jan-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Tony Silvio,5,the United States ,13-Jul-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Amazon Customer,1,the United States ,25-Sep-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Jerald and Jaclyn Wilson,5,the United States ,24-Jun-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Maria,5,the United States ,6-Jan-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Narciso marion,5,the United States ,5-Jan-22
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,Derek,5,the United States ,2-Jun-21
https://m.media-amazon.com/images/I/31XThr46I6L._AC_US60_SCLZZZZZZZ__.jpg,SAMSUNG SM-A125FZKHXSP Galaxy A12| Black| 128GB,James Prince,5,the United States ,12-Jul-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Leonardo,5,Mexico ,2-Dec-20
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Jacob E,3,the United States ,5-Oct-20
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Angel Chavez,5,Mexico ,25-Nov-20
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Shawn,3,the United States ,18-Nov-20
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Morgan J.,4,Mexico ,9-Jan-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Franco,5,Mexico ,3-Jan-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Arturo Díaz,5,Mexico ,16-Dec-20
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Jake,4,the United States ,4-Oct-20
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Itza Daniel,5,Mexico ,2-Dec-20
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Alma P.,1,Mexico ,29-May-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Betoforlan,1,Mexico ,16-Jan-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Graciela R.,5,Mexico ,2-Nov-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,José,1,Mexico ,28-Apr-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Emmanuel Lozano,4,Mexico ,9-Dec-20
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Bere,3,Mexico ,3-Feb-22
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,J,1,the United States ,3-Dec-20
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Robb,5,Mexico ,20-Feb-22
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Cliente de Amazon,4,Mexico ,26-Dec-20
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Xendor Blaze,2,Mexico ,17-Aug-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,olga maribel,4,Mexico ,23-Feb-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Carlo,5,Mexico ,16-Jan-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Javier Robles,4,Mexico ,6-Jul-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Carlos Sanchez,5,Mexico ,2-Feb-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Cliente de Amazon,1,Mexico ,1-Dec-20
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Omar cruz,5,Mexico ,10-Mar-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Pika Raí! ,5,Mexico ,30-Jun-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Susana Ramirez,1,Mexico ,28-Aug-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Fernando,5,Mexico ,7-Oct-21
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Rob,4,Mexico ,4-Mar-22
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Ángel Madrigal,4,Mexico ,6-Dec-20
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Uriel A A,5,Mexico ,11-Feb-22
